emotion,path
anger,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M037.wav
anger,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M038.wav
anger,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M039.wav
anger,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M040.wav
anger,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M041.wav
anger,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M042.wav
anger,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M043.wav
anger,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M044.wav
anger,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M045.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F000.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F001.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F002.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F003.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F004.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F005.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F006.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F007.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F008.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F009.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F010.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F011.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F012.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F013.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F014.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F015.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F016.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F017.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F018.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F019.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F020.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F021.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F022.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F023.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F024.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F025.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F026.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F027.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F029.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M001.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M002.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M003.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M004.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M005.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M006.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M007.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M008.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M009.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M010.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M011.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M012.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M013.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M014.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M017.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M018.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M019.wav
sadness,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M020.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M021.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M022.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M023.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M024.wav
neutral,../data/clean_audios/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M025.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-01.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-02.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-03.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-04.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-05.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-06.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-07.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-08.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-09.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-10.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-11.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-12.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-13.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-14.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-15.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-16.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-17.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-18.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-19.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-20.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-21.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-22.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-23.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-01-24.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-01.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-02.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-03.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-04.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-05.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-06.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-07.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-08.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-09.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-10.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-11.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-12.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-13.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-14.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-15.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-16.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-17.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-18.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-19.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-20.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-21.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-22.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-23.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-01-02-24.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-01.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-02.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-03.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-04.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-05.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-06.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-07.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-08.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-09.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-10.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-11.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-12.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-13.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-14.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-15.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-16.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-17.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-18.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-19.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-20.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-21.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-22.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-23.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-01-24.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-01.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-02.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-03.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-04.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-05.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-06.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-07.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-08.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-09.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-10.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-11.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-12.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-13.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-14.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-15.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-16.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-17.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-18.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-19.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-20.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-21.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-22.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-23.wav
neutral,../data/clean_audios/ravdess\03-01-01-01-02-02-24.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-01.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-02.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-03.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-04.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-05.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-06.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-07.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-08.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-09.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-10.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-11.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-12.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-13.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-14.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-15.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-16.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-17.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-18.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-19.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-20.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-21.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-22.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-23.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-01-24.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-01.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-02.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-03.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-04.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-05.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-06.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-07.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-08.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-09.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-10.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-11.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-12.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-13.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-14.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-15.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-16.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-17.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-18.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-19.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-20.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-21.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-22.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-23.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-01-02-24.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-01.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-02.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-03.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-04.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-05.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-06.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-07.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-08.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-09.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-10.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-11.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-12.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-13.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-14.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-15.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-16.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-17.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-18.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-19.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-20.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-21.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-22.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-23.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-01-24.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-01.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-02.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-03.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-04.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-05.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-06.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-07.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-08.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-09.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-10.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-11.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-12.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-13.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-14.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-15.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-16.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-17.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-18.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-19.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-20.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-21.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-22.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-23.wav
neutral,../data/clean_audios/ravdess\03-01-02-01-02-02-24.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-01.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-02.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-03.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-04.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-05.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-06.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-07.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-08.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-09.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-10.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-11.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-12.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-13.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-14.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-15.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-16.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-17.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-18.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-19.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-20.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-21.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-22.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-23.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-01-24.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-01.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-02.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-03.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-04.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-05.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-06.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-07.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-08.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-09.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-10.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-11.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-12.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-13.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-14.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-15.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-16.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-17.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-18.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-19.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-20.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-21.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-22.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-23.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-01-02-24.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-01.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-02.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-03.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-04.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-05.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-06.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-07.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-08.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-09.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-10.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-11.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-12.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-13.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-14.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-15.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-16.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-17.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-18.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-19.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-20.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-21.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-22.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-23.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-01-24.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-01.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-02.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-03.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-04.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-05.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-06.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-07.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-08.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-09.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-10.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-11.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-12.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-13.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-14.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-15.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-16.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-17.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-18.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-19.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-20.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-21.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-22.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-23.wav
neutral,../data/clean_audios/ravdess\03-01-02-02-02-02-24.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-01.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-02.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-03.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-04.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-05.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-06.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-07.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-08.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-09.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-10.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-11.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-12.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-13.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-14.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-15.wav
joy,../data/clean_audios/ravdess\03-01-03-01-01-01-16.wav
