audio_data,emotion
"[-0.00146503 -0.00421137 -0.00189376 ... -0.02150102 -0.02043467
 -0.01924717]",joy
"[ 0.03333063  0.04044472  0.04814047 ... -0.00181968 -0.00240235
 -0.00316753]",joy
"[ 0.04483646  0.04893671  0.05052292 ... -0.01452116 -0.01816371
 -0.01348091]",joy
[0.00242504 0.00286834 0.00388848 ... 0.0174353  0.01599813 0.0146149 ],joy
"[-0.00036592 -0.00050037 -0.00052792 ... -0.00714677  0.00029353
  0.0059575 ]",joy
[0.09475672 0.07112585 0.05225895 ... 0.02526093 0.02110717 0.02009745],joy
"[-0.00061353 -0.00106073 -0.00301066 ...  0.00379777  0.00470276
  0.00543057]",joy
"[-0.01279389 -0.02103102 -0.02776928 ... -0.00950956 -0.00689138
 -0.00378056]",joy
[0.00473982 0.00692745 0.00672628 ... 0.00269416 0.00180421 0.00123674],joy
[0.05634341 0.03252346 0.01014279 ... 0.00176124 0.00135669 0.00038964],joy
"[ 0.00168343  0.00180816  0.0021952  ...  0.02247913  0.00582097
 -0.00817229]",joy
"[ 0.00051931  0.00354927  0.00542036 ... -0.01151695 -0.00688337
 -0.00187812]",neutral
[0.00269682 0.00253674 0.00231819 ... 0.0091194  0.00901062 0.00860328],joy
"[-7.1369759e-03 -2.2048820e-03  2.7001291e-03 ... -1.8257560e-06
  2.1389393e-04  3.1193992e-04]",joy
[0.03533207 0.0314934  0.02534525 ... 0.00021611 0.00017143 0.00013759],joy
"[-0.0100476  -0.0059262   0.00459267 ... -0.03982165 -0.08072437
 -0.04863804]",joy
"[-0.00392854 -0.00094989 -0.00150652 ... -0.00144172 -0.00023835
  0.01160424]",joy
"[-0.00736697 -0.0026436   0.00106155 ... -0.00043643 -0.00070797
 -0.00052804]",joy
"[-0.0200779  -0.02061572 -0.02304476 ...  0.0070522  -0.00469094
 -0.01345277]",joy
"[-0.00498956 -0.00439311 -0.00427225 ... -0.09858005 -0.09169982
 -0.08286685]",joy
"[ 0.0604759   0.05804211  0.04642592 ...  0.00108309 -0.00224829
 -0.00552211]",joy
"[-0.00184673 -0.00212118 -0.00255224 ... -0.00301362 -0.00113925
  0.0013905 ]",joy
"[-0.00495145  0.00315799  0.01033471 ... -0.00357257 -0.00378268
 -0.003645  ]",joy
"[-0.04413313 -0.04688367 -0.0509748  ...  0.07204978  0.06748544
  0.05211783]",joy
"[ 0.03756817  0.03116965  0.02645036 ... -0.03637902 -0.03234239
 -0.02900452]",joy
"[-0.00695248 -0.00647366  0.00068719 ... -0.01728937 -0.04360474
 -0.0585554 ]",joy
"[-0.0024145  -0.00218926 -0.00211836 ... -0.00146201 -0.00150419
 -0.00175674]",joy
"[ 0.01322296  0.00979782  0.00667636 ...  0.01630188  0.007102
 -0.00709348]",joy
"[ 0.07228715  0.04483458  0.01287184 ... -0.002397   -0.00263258
 -0.00226449]",joy
[0.15619326 0.11450319 0.06210229 ... 0.02861653 0.0486412  0.06554311],joy
"[-0.00105744  0.00652375  0.01125181 ... -0.00592773 -0.00479687
 -0.0030708 ]",joy
"[ 0.01194053  0.01750079  0.01839759 ... -0.00780206 -0.01169303
 -0.01370894]",joy
[0.03206107 0.03405587 0.03624813 ... 0.01142716 0.01022493 0.01137811],joy
"[ 0.00522983  0.00843499  0.00977642 ... -0.00371785 -0.00995874
 -0.0178966 ]",joy
"[-0.0017976  -0.0048288   0.00224935 ... -0.02126838 -0.02156325
 -0.01998647]",joy
"[-0.05831352 -0.05731062 -0.05084117 ...  0.00540273  0.00612995
  0.00795719]",joy
"[-0.00355863 -0.00315404 -0.00297025 ... -0.03589875 -0.03378819
 -0.02931834]",joy
"[-0.05581371 -0.06134001 -0.06612413 ... -0.02363805 -0.02200598
 -0.01620589]",joy
"[-0.01346061 -0.01128331 -0.00452454 ... -0.11850184 -0.12451209
 -0.11260013]",joy
"[-0.00262472 -0.00037586  0.0007908  ...  0.00525734  0.00458948
  0.00346301]",neutral
"[ 0.02273746  0.02268549  0.02201069 ... -0.00222451  0.00015875
  0.00059383]",neutral
"[ 4.8529560e-04  1.5041122e-04 -4.2494026e-05 ... -3.2590941e-02
 -2.4576524e-02 -1.7669041e-02]",surprise
[0.00035144 0.00210192 0.00368312 ... 0.02256412 0.02588619 0.03779761],joy
"[-0.00366112 -0.00911978 -0.01161689 ... -0.00422167 -0.01496119
 -0.01787191]",joy
"[ 0.00213386  0.00183806  0.00145218 ...  0.00072943  0.0002928
 -0.00047657]",joy
"[-0.00138417 -0.00124274 -0.00097872 ... -0.00231656 -0.00197023
 -0.00183084]",joy
"[ 0.02925562  0.0251644   0.01903028 ... -0.0014978   0.0041663
  0.00618853]",neutral
"[-0.00064787 -0.00038838 -0.00015878 ...  0.01078485  0.0077523
  0.00333034]",neutral
"[ 0.14901301  0.14376953  0.13816102 ... -0.00182588 -0.00187201
 -0.00376206]",neutral
"[-0.0188602  -0.02155762 -0.02399212 ...  0.02914172  0.02361271
  0.01098289]",anger
"[ 0.02584763  0.02735954  0.02860645 ... -0.00163215  0.00042599
  0.00146843]",neutral
"[-0.00854956 -0.00738306 -0.00594244 ...  0.00067405 -0.00027625
  0.00024039]",neutral
"[-0.02015191 -0.01851841 -0.01675651 ... -0.0328756  -0.02536416
 -0.00768443]",neutral
"[-0.02031384 -0.0257036  -0.03051881 ...  0.00041616  0.00024547
  0.00029359]",neutral
"[ 0.00814786  0.00811879  0.00961935 ... -0.00071906 -0.00055004
 -0.00045239]",neutral
"[-0.04897605 -0.04425269 -0.02922108 ... -0.01877857 -0.01936077
 -0.02192755]",neutral
"[-4.1994322e-03 -2.2280889e-03 -7.8545418e-06 ... -4.6697998e-05
  1.5049755e-03  2.7031149e-03]",neutral
"[-0.0045766   0.008258    0.00731833 ... -0.02519632 -0.02723142
 -0.01959807]",joy
"[ 1.6668476e-03  7.7428634e-04 -5.5845291e-04 ...  1.1662971e-03
  6.3559314e-04  8.4598549e-05]",joy
"[-0.01570264  0.02897709  0.01715989 ... -0.08894581 -0.10460822
 -0.10421712]",joy
"[ 0.00900161 -0.00262526 -0.01375448 ...  0.00598633  0.00694042
  0.00972002]",joy
"[-2.0749911e-05  5.9560296e-04  1.2718252e-03 ...  1.8015506e-03
  2.1969716e-03  2.3046006e-03]",joy
"[-0.02339186 -0.02537388 -0.02899614 ... -0.09370721 -0.09909865
 -0.09868184]",joy
"[ 1.2409315e-03  1.2816837e-03  3.2285061e-07 ... -2.7333212e-04
  8.0584275e-04  8.9814304e-04]",joy
"[ 0.02865209  0.03851826  0.04408386 ... -0.00275737 -0.00260797
 -0.00190988]",joy
"[-0.00295492 -0.00413271 -0.0047316  ... -0.03535682 -0.04536946
 -0.072906  ]",neutral
"[-3.3781107e-06 -6.7468896e-04 -1.3842308e-03 ...  3.0009293e-03
  2.4162561e-03  2.1464459e-03]",neutral
"[ 0.0011902   0.00115739  0.00099318 ... -0.00023967 -0.00055708
 -0.00087957]",anger
"[ 0.00146878  0.00215623  0.00240977 ... -0.00243376 -0.0020107
 -0.00187207]",anger
"[-0.00139632 -0.00172958 -0.00210046 ...  0.00203851  0.00428389
  0.01021731]",anger
"[-0.02721257 -0.02047949 -0.00769916 ... -0.01219268 -0.02017945
 -0.02947409]",anger
"[-0.01893418 -0.01977438 -0.02123556 ...  0.00966408  0.0047494
 -0.00053694]",anger
[0.08492022 0.09390774 0.09589256 ... 0.01577611 0.01181538 0.00747285],anger
"[ 0.0092725  -0.05722111 -0.09464443 ... -0.08582554 -0.09140599
 -0.09622348]",anger
"[-0.04101744 -0.0391386  -0.03725367 ... -0.01164844 -0.03537141
 -0.04632421]",anger
"[-0.02589644 -0.01784694 -0.00681277 ...  0.00166801  0.0019818
  0.00230667]",anger
"[-0.04862211 -0.0380271  -0.03740153 ... -0.02166896  0.0012052
  0.02408687]",anger
"[ 0.00132217  0.00116847  0.00094949 ... -0.00380971 -0.01367912
 -0.00835523]",anger
"[-0.00875536 -0.03853983 -0.06658757 ... -0.03916598 -0.03987341
 -0.03791786]",anger
[0.08035785 0.06707646 0.04972225 ... 0.0282719  0.02797554 0.02809688],anger
"[ 0.02235744  0.03832655  0.04609933 ... -0.01096316 -0.00153964
  0.00877138]",anger
"[ 0.00089562  0.00084578  0.0008554  ... -0.02831754 -0.03666059
 -0.04936868]",anger
"[-0.02850917 -0.0269499  -0.02163495 ...  0.12609184  0.12192053
  0.11168319]",anger
[0.03513499 0.0260151  0.01245363 ... 0.01245627 0.01146728 0.01218918],anger
"[-0.07527788 -0.07592985 -0.07663388 ... -0.04364474 -0.049729
 -0.05341127]",anger
"[ 0.02753778  0.02808673  0.02740766 ... -0.00524927 -0.00500417
 -0.00461624]",anger
"[ 0.04570524  0.05734093  0.08971135 ... -0.02850977 -0.02578773
 -0.026062  ]",anger
[0.08606522 0.10592168 0.10939281 ... 0.03624097 0.03348263 0.03090776],anger
"[ 0.00388854  0.00518652  0.00266459 ... -0.00100498 -0.00121373
 -0.00202938]",anger
"[-0.00070283 -0.00049741 -0.00022805 ...  0.01828656  0.03197362
  0.02689761]",anger
"[-0.00307516 -0.00177632 -0.000201   ... -0.00706897  0.00252101
  0.0145363 ]",anger
"[-0.01016942 -0.01197803 -0.01170861 ...  0.02791115  0.03351922
  0.03741597]",anger
"[ 0.10100107  0.08780463  0.0695673  ... -0.02534422 -0.00860774
  0.02632193]",anger
"[ 0.00783789  0.02215508  0.0348444  ... -0.02054674 -0.02386918
 -0.02857664]",anger
"[-0.00146558 -0.00168011 -0.00161138 ...  0.00276069  0.00460775
  0.00552008]",anger
[0.0009029  0.00037318 0.00031582 ... 0.0153089  0.01325596 0.01126526],anger
"[ 7.3200790e-04 -2.9092136e-05 -2.4123112e-04 ...  3.1255975e-02
  3.5445381e-02  3.8722608e-02]",anger
"[ 0.0379025   0.00367336 -0.02051956 ...  0.02587546  0.03158116
  0.03563864]",anger
"[-0.02709004 -0.02071655 -0.01325426 ...  0.01095072  0.01236081
  0.01360739]",anger
"[-0.00012635  0.00025942  0.00054532 ...  0.00564408  0.00525235
  0.00458675]",neutral
[0.00266141 0.00231741 0.00053743 ... 0.00598827 0.00649543 0.00592682],neutral
"[-0.01048702 -0.01051879 -0.0109959  ... -0.00474145 -0.00555798
 -0.0056153 ]",neutral
"[ 0.00076006  0.00117911  0.00059715 ...  0.00167213 -0.00110658
 -0.004411  ]",neutral
"[-0.01945768 -0.02278785 -0.02842056 ...  0.00731323  0.00638256
  0.00758267]",neutral
"[ 0.02676021  0.01572564 -0.00145548 ...  0.00055559  0.00157379
  0.00213052]",neutral
"[ 0.00019992 -0.00142606 -0.00188658 ... -0.01592659 -0.02076787
 -0.02471263]",neutral
"[-0.02571919 -0.02509238 -0.02424516 ...  0.00755779  0.00784388
  0.0074565 ]",neutral
"[ 0.00073979  0.00043566  0.00047187 ... -0.01267114 -0.01383055
 -0.01456758]",neutral
"[-0.00040927 -0.00028429 -0.0002015  ... -0.00084118 -0.00134586
 -0.00202944]",anger
"[-0.04056212 -0.0320496  -0.01695198 ...  0.0153997   0.01706771
  0.01956658]",neutral
"[-0.00072153 -0.00041864 -0.00027694 ...  0.00110859  0.00122236
  0.00100654]",neutral
"[-0.05181986 -0.05569229 -0.06032511 ...  0.07865459  0.04878177
  0.00302224]",neutral
"[-1.0983697e-03  8.9512847e-05  6.2401127e-04 ... -2.1330449e-03
 -6.5626274e-03 -9.7626261e-03]",neutral
"[-0.01329182 -0.01229911 -0.01249107 ...  0.00574597  0.0048326
  0.00395347]",neutral
"[-0.00272632 -0.00338728 -0.00384626 ... -0.02969003 -0.03021021
 -0.03153407]",neutral
[0.01043029 0.01761414 0.02605321 ... 0.05456258 0.0495664  0.03873312],neutral
"[-0.01758758 -0.01356824 -0.00884263 ...  0.00358541  0.00330155
  0.00555069]",neutral
[0.00543327 0.00519599 0.00424453 ... 0.01764145 0.01946235 0.01945572],neutral
"[ 0.01340373  0.01745679  0.01873099 ... -0.00275753 -0.00345326
 -0.00304026]",neutral
"[-0.00754914 -0.00504245 -0.00287691 ...  0.00053036  0.0005647
  0.00036345]",neutral
[0.00152074 0.00241168 0.00141881 ... 0.00135957 0.00109659 0.00077028],anger
"[-0.00892461 -0.00807924 -0.00717642 ... -0.02247298 -0.02278628
 -0.0233895 ]",neutral
"[ 0.01464414  0.00478775 -0.00279696 ...  0.00467502  0.00182341
 -0.00346335]",anger
[0.01009113 0.01248424 0.01364984 ... 0.01099077 0.01002812 0.00820022],neutral
"[-0.00200297 -0.00187325 -0.00158805 ... -0.00196161  0.00052706
 -0.00247159]",anger
"[ 0.0015341  -0.0007882  -0.00314892 ...  0.00912826  0.00847376
  0.00633716]",neutral
"[-6.5341303e-03 -6.9825910e-03 -7.5166756e-03 ...  3.4675973e-05
 -1.1277696e-03 -2.1355781e-03]",neutral
"[-0.01927497 -0.02021001 -0.01786951 ...  0.01251891  0.01468039
  0.01577095]",neutral
"[ 0.00620144  0.00601238  0.00533888 ... -0.04000913 -0.03799841
 -0.03321236]",anger
"[ 0.0040746   0.00259774  0.00469154 ... -0.02326645 -0.03947502
 -0.0467354 ]",anger
[0.0142694  0.01340199 0.01667387 ... 0.03650839 0.03779646 0.04287896],anger
[0.06912348 0.06225948 0.05016197 ... 0.0007998  0.00047435 0.00060452],anger
"[-0.00159038 -0.00263954 -0.00304967 ... -0.00369773 -0.00525187
 -0.00746139]",neutral
"[-0.01584512 -0.01621051 -0.01723378 ...  0.01623152  0.01055255
  0.00188819]",anger
"[ 0.00079231 -0.0425664  -0.06928377 ... -0.18218154 -0.21352533
 -0.23463677]",anger
"[-0.16195922 -0.2209927  -0.26288354 ... -0.00135461 -0.00368517
 -0.00462799]",anger
"[ 0.01168265  0.00986744  0.00635768 ... -0.00109523 -0.00149849
 -0.0016871 ]",anger
[0.00991809 0.0194604  0.02988874 ... 0.00088566 0.00051552 0.00105236],anger
"[ 0.04701046  0.02640899  0.00876571 ... -0.08325988 -0.09382633
 -0.10302328]",anger
"[-0.02781338 -0.02732082 -0.02595139 ...  0.00127188  0.00149337
  0.00161945]",sadness
"[-0.00148363 -0.00086529  0.00197862 ...  0.02403037  0.01390884
  0.00769267]",sadness
"[ 0.00816952  0.00510552  0.00060718 ... -0.01546105 -0.0114003
 -0.00549159]",sadness
"[-0.00420949 -0.00370746  0.00197732 ...  0.00105281  0.00116836
  0.0011311 ]",sadness
"[ 0.01589567  0.01451009  0.01421077 ... -0.04723947 -0.04727726
 -0.04864073]",sadness
"[-0.00044337 -0.00105176 -0.00087384 ...  0.00340052  0.00351035
  0.00340374]",sadness
"[ 0.00248132  0.00264111  0.00277284 ... -0.00066955 -0.00098045
 -0.00120717]",neutral
"[-0.00064782  0.00303515 -0.00081605 ... -0.00158875 -0.00176622
 -0.00169143]",anger
"[-0.04210481 -0.08771071 -0.10668845 ...  0.04943843  0.06623877
  0.09279256]",anger
[0.00299772 0.00317558 0.00336511 ... 0.04240248 0.03356339 0.0336525 ],anger
"[-0.00149319 -0.00342792 -0.00484732 ... -0.07814202 -0.04143455
  0.00467276]",sadness
[0.0144964  0.01331525 0.01273006 ... 0.00209616 0.00205844 0.00196124],anger
"[-0.12488507 -0.11906132 -0.10233804 ...  0.00364758  0.00267475
  0.00161104]",anger
"[-0.03457243 -0.03649218 -0.03579341 ... -0.04237719 -0.02468624
 -0.0020575 ]",anger
"[ 0.01524048  0.02789557  0.03930879 ... -0.00960296 -0.00951341
 -0.01892729]",sadness
"[-0.00038716 -0.0003276  -0.00019946 ...  0.00946558  0.01109801
  0.01109248]",joy
"[-0.00904307 -0.0089006  -0.0003901  ... -0.00156197 -0.00132076
 -0.00049876]",joy
"[-0.00641778 -0.00635014 -0.00626853 ... -0.00094601 -0.00125308
 -0.00151436]",joy
"[ 0.0288205   0.02596341  0.02309326 ... -0.00239676 -0.00234913
 -0.00228938]",joy
"[-0.00033785 -0.0003551  -0.00049764 ...  0.01016206  0.01055623
  0.00949475]",neutral
"[ 7.1972077e-05  2.7907876e-05 -3.6749465e-05 ... -9.0383331e-04
 -9.9991879e-04 -9.4456878e-04]",anger
[0.00138873 0.00138338 0.00139908 ... 0.00667928 0.01807433 0.01088723],anger
"[ 4.5335200e-04  6.3910254e-04  6.5927277e-04 ...  2.1701303e-04
 -5.1569994e-05 -3.9017183e-04]",anger
"[ 2.0332927e-02  1.9016629e-02  1.4512576e-02 ... -5.8129088e-05
 -2.7547753e-04 -5.5375567e-04]",anger
"[-0.09283957 -0.08218233 -0.07461134 ... -0.02463741 -0.02572183
 -0.02699406]",anger
"[-0.0018759  -0.00183028 -0.00184933 ...  0.00107277  0.00083729
  0.00065673]",anger
"[-0.0014095  -0.00121433 -0.0009724  ... -0.00102246 -0.00080093
 -0.0004616 ]",anger
"[ 0.00114328  0.0010384   0.00095874 ... -0.00246608 -0.00233311
 -0.00220211]",anger
"[-1.6905757e-04 -3.5955431e-04  3.7128077e-05 ... -1.4312861e-03
 -1.6283158e-03 -1.5649577e-03]",anger
[0.00436172 0.00469155 0.00516268 ... 0.07614672 0.07395922 0.07361012],anger
"[-0.00335863 -0.00305219 -0.00323302 ...  0.00150802  0.00125106
  0.00138823]",neutral
"[ 0.00039714  0.00066773  0.00055059 ... -0.00280035 -0.0032532
 -0.00343888]",neutral
"[-0.03564706 -0.03706867 -0.03775652 ... -0.00952923 -0.00745198
 -0.00665839]",joy
"[-1.1125474e-03 -1.0863648e-03 -9.4902096e-04 ... -2.4619163e-04
 -2.2388337e-04 -6.1758874e-05]",neutral
"[ 0.00861756  0.00329494 -0.00141329 ... -0.01490728 -0.01180458
 -0.00807066]",anger
"[-1.47695129e-04  4.02894984e-05  1.20110184e-04 ...  5.07777731e-05
 -9.37517980e-05 -3.05347203e-04]",anger
[0.0932468  0.07914099 0.0663421  ... 0.05502274 0.05439992 0.05230835],anger
"[ 0.00271986  0.00329685  0.00357792 ... -0.03265823 -0.03289981
 -0.03276562]",anger
"[ 0.0060284  -0.01961451 -0.01482229 ...  0.04462212  0.0230546
  0.01031089]",anger
"[ 0.04396262  0.03478305  0.02517216 ... -0.00038412 -0.00111117
 -0.00110022]",anger
"[-0.01418893 -0.01316507 -0.01685298 ... -0.01070201 -0.01426985
 -0.01529248]",anger
[0.00061195 0.00046935 0.00037347 ... 0.05610766 0.04605097 0.04008687],anger
"[ 0.00950267  0.01007909  0.00751753 ... -0.00081467 -0.00038341
 -0.00024796]",anger
"[-0.00014386  0.00027171  0.00082521 ... -0.00044326 -0.00052232
 -0.00039425]",anger
"[ 0.0011316   0.00111324  0.00125768 ... -0.00626289 -0.00538393
 -0.00426478]",sadness
"[ 0.00066525  0.00142599  0.00397427 ... -0.00071516 -0.00080583
 -0.00078332]",sadness
"[ 0.00024936 -0.00010085 -0.00019657 ...  0.00134337  0.00143768
  0.00150581]",surprise
"[ 2.2188313e-02  2.3729606e-02  2.4121545e-02 ...  7.5608492e-04
 -3.5400677e-05 -9.9252397e-04]",neutral
"[ 0.00041796  0.00036166  0.00038338 ... -0.00469466 -0.00383666
 -0.00044875]",neutral
"[ 0.00205378  0.00183366  0.00166233 ... -0.00928465 -0.0104724
 -0.01150985]",joy
"[ 0.00088808  0.0010183   0.00092322 ... -0.00132503 -0.00123086
 -0.00121312]",neutral
"[-2.7282464e-03  3.9805006e-03  1.0079414e-02 ... -2.2334764e-03
  2.0256120e-05 -2.3869492e-04]",anger
"[ 0.00717987  0.00348383 -0.0013632  ...  0.01523816  0.01249523
  0.01067736]",anger
"[ 0.00039802 -0.00152451 -0.0015736  ...  0.00570242  0.00311992
 -0.00119689]",anger
"[-0.01181813 -0.0147717  -0.01729405 ... -0.01203    -0.01524082
 -0.01710063]",anger
"[-2.2576997e-02 -2.0711571e-02 -1.8688425e-02 ... -1.6725036e-05
 -2.1608757e-04 -1.0066747e-04]",sadness
"[ 0.02526888  0.02233127  0.01937865 ...  0.01093392 -0.0136322
 -0.03188448]",anger
"[-0.00962139 -0.01318136 -0.01425914 ... -0.00128272  0.00096227
  0.00336676]",anger
"[-0.06604075 -0.07080601 -0.07068041 ... -0.00106294 -0.00122169
 -0.00134146]",anger
[0.00300698 0.00490996 0.00730974 ... 0.03293836 0.02960745 0.02748471],anger
"[-3.5325466e-03 -3.7057525e-03 -3.8151825e-03 ... -5.9312042e-06
 -6.1978630e-05 -3.8665091e-04]",anger
"[ 0.0002309   0.00028431  0.0001979  ... -0.00145235 -0.00158742
 -0.0018274 ]",anger
"[ 0.00033861  0.00026765  0.00032533 ... -0.00013852 -0.00259347
 -0.00110566]",anger
"[ 0.01861557 -0.00967136 -0.02245018 ... -0.00178854 -0.00247897
 -0.00318251]",anger
"[ 0.00037208  0.00027722  0.00042558 ... -0.00018216 -0.00024396
 -0.00019613]",sadness
[0.00392986 0.0040365  0.00372834 ... 0.02360545 0.02494113 0.02675871],anger
"[ 0.01175235  0.02028161  0.02739475 ... -0.01764215 -0.01763999
 -0.01654314]",anger
"[ 3.8071070e-03  3.9632879e-03  4.2827167e-03 ... -7.0370792e-04
 -6.5992156e-04 -9.0572437e-05]",anger
"[ 0.00128076  0.00151396  0.0014765  ... -0.00130739  0.00048913
 -0.00032979]",anger
"[ 0.02537739  0.02301981  0.02212285 ... -0.0274709  -0.03381447
 -0.04136588]",anger
"[ 0.04081116  0.047059    0.05306765 ...  0.00073275 -0.00233525
 -0.00184493]",anger
[0.00459192 0.00470642 0.00276937 ... 0.00793703 0.01685503 0.02317862],anger
"[-0.0004527  -0.00045457 -0.00037896 ... -0.00083356 -0.00114526
 -0.00160001]",sadness
[0.00027696 0.00093594 0.00153421 ... 0.00853032 0.00633829 0.00389291],anger
"[ 0.00356156  0.00084265 -0.00265336 ... -0.00162101 -0.0016286
 -0.00122065]",anger
"[-0.00067415 -0.00073392 -0.00081254 ... -0.0015604  -0.00141456
 -0.00131136]",anger
"[-0.00222666 -0.00221285 -0.00224326 ... -0.000538   -0.00052615
 -0.00061205]",anger
"[-0.00027077 -0.00026622 -0.00183732 ...  0.00472766  0.00354173
  0.00207485]",anger
"[ 0.00725907  0.00520708  0.00343344 ... -0.01177736 -0.01499291
 -0.0184485 ]",anger
[0.00065835 0.00076083 0.00090854 ... 0.0029799  0.00175461 0.00101977],neutral
"[-0.00265758 -0.00215468 -0.00185407 ... -0.00586598 -0.0014797
  0.00396345]",anger
"[ 0.02070761  0.01831509  0.01668173 ... -0.00981109 -0.00663875
 -0.01439766]",anger
[0.01767402 0.02175078 0.02191576 ... 0.00434614 0.00470815 0.00456171],anger
"[-0.02007241 -0.02282729 -0.01774893 ... -0.03029568 -0.03495092
 -0.04006606]",anger
[0.01556242 0.0205628  0.02635884 ... 0.00990309 0.00882536 0.00603712],anger
"[-0.00605187 -0.00453237 -0.0029119  ...  0.00095464  0.00109497
  0.00117478]",anger
"[-0.00205617 -0.0020123  -0.00202273 ...  0.01679643  0.01303194
  0.00968446]",anger
"[ 0.03072267  0.02632744  0.01405516 ... -0.00292694 -0.00262862
 -0.0023357 ]",anger
"[-0.03323536 -0.0431718  -0.03923865 ...  0.04504915  0.04967903
  0.04493716]",anger
"[ 0.00036812  0.00031602  0.0004642  ... -0.00444596 -0.00287979
 -0.00502991]",anger
"[-0.00269312 -0.00411059 -0.00540598 ...  0.00304748 -0.00274615
 -0.00158703]",anger
"[-0.00135799 -0.00158808 -0.00178671 ... -0.00553215 -0.00718404
 -0.0090412 ]",anger
"[-0.0094376  -0.0082154  -0.00703608 ... -0.00790263 -0.00857855
 -0.00933747]",anger
"[-0.01316973 -0.01209203 -0.00984163 ... -0.00217874 -0.00217622
 -0.00203439]",anger
"[ 0.00096918  0.00101181  0.0010486  ... -0.00642503 -0.00733588
 -0.00707101]",anger
"[-9.2784059e-05 -2.2591976e-04 -1.1443377e-04 ... -2.2297679e-03
 -2.2906652e-03 -2.6146360e-03]",anger
"[-2.6989514e-03 -1.6352322e-03  7.0507929e-05 ... -7.7375455e-04
 -1.0554694e-03 -1.4886403e-03]",anger
"[-0.002361   -0.00243131 -0.00244471 ...  0.00079804  0.00075914
  0.0008101 ]",anger
[0.00209356 0.0023693  0.00259174 ... 0.00238292 0.00208933 0.00150058],anger
[0.01400035 0.01384287 0.01387288 ... 0.00332994 0.00287148 0.0023492 ],anger
"[ 0.01668022  0.0147671   0.01322696 ... -0.00155382 -0.0017879
 -0.00161175]",anger
"[ 0.02193784  0.02102554  0.0199634  ... -0.00078188 -0.00137687
 -0.00239352]",anger
"[ 0.00341652  0.00081374 -0.00225126 ... -0.0036069  -0.00361761
 -0.00444001]",anger
"[ 0.00952083  0.00466116  0.00341115 ... -0.00050105 -0.00036471
 -0.00032876]",anger
"[-0.00152385 -0.00258533 -0.00222395 ...  0.00464419  0.00471731
  0.00455027]",anger
"[-0.00190129 -0.00191954 -0.00192629 ... -0.00128023 -0.00116991
 -0.00103082]",neutral
"[-3.0777836e-04 -3.0369512e-04 -5.1075927e-05 ...  1.7139979e-02
  1.6044240e-02  1.6168375e-02]",anger
"[ 0.03016095  0.03337023  0.03153389 ... -0.02905477 -0.0367443
 -0.04346726]",anger
"[-0.02839989 -0.01539352 -0.02457767 ... -0.00177417 -0.00178486
 -0.00137788]",anger
[0.02187293 0.01414849 0.00321402 ... 0.00874965 0.00506726 0.00138521],anger
"[ 0.00090499  0.00107411  0.00162363 ... -0.00241037 -0.00203698
 -0.00171529]",anger
"[-0.00056485 -0.00106336 -0.00126327 ...  0.02700874  0.0323597
  0.03712719]",anger
"[-0.03779788 -0.03798129 -0.03842727 ... -0.01588925 -0.01880671
 -0.01963399]",sadness
"[-0.01049694 -0.01090825 -0.01118213 ...  0.00832834  0.00621047
  0.00406472]",sadness
[0.01223212 0.0132286  0.01433091 ... 0.00456469 0.03260874 0.04708939],sadness
"[ 0.00070549  0.00066576  0.00066456 ... -0.00019406 -0.00026373
 -0.00033523]",sadness
"[ 0.00197058  0.00171118  0.00147668 ... -0.00295783 -0.00299176
 -0.00297189]",sadness
"[-0.00531849 -0.00488338 -0.004455   ... -0.0004321  -0.00045388
 -0.00033149]",anger
"[ 0.01938446  0.026864    0.02475423 ... -0.03417034 -0.05193052
 -0.06266578]",anger
"[ 0.01177394  0.01189912  0.00756788 ... -0.05154865 -0.02558148
 -0.01684548]",anger
"[ 0.06527878  0.06028561  0.05570185 ... -0.02233061 -0.01395182
 -0.01022815]",anger
"[-0.03211729 -0.02562758 -0.02210012 ...  0.00845609 -0.01653672
 -0.03687351]",anger
"[-0.00124109 -0.0028993  -0.00253642 ... -0.03167229 -0.03810816
 -0.04299205]",anger
"[-2.3218282e-03 -2.3265567e-03 -2.2038014e-03 ...  3.0825817e-05
 -3.2598160e-05 -5.8145251e-05]",sadness
[0.00171601 0.00161192 0.00148361 ... 0.01706745 0.01767896 0.01789936],joy
"[-7.0920563e-05  5.6252178e-05  5.5025983e-05 ... -2.9504206e-03
 -3.0760807e-03 -3.0831166e-03]",joy
"[ 0.00127676  0.00132321  0.00155342 ... -0.00092411 -0.00073415
 -0.00052496]",neutral
"[ 2.6329698e-03  2.4942069e-03  2.3616548e-03 ... -7.6281355e-04
 -2.8946664e-04  9.0699374e-05]",neutral
"[-0.04785876 -0.04548565 -0.04724033 ...  0.02734038  0.02303909
  0.01958834]",anger
"[-0.02058952 -0.01350597 -0.00682165 ...  0.00206462  0.00199368
  0.00192219]",anger
"[ 0.01277146 -0.00126912 -0.01038117 ... -0.00202178 -0.00116828
 -0.00046563]",anger
"[-0.06468937 -0.05974445 -0.05639234 ... -0.0117844  -0.00845844
 -0.01615581]",anger
[0.00357876 0.00366086 0.00387132 ... 0.1307112  0.13475478 0.13708147],anger
"[-0.00949494 -0.00945933 -0.00880452 ... -0.00301039 -0.00307954
 -0.00319642]",anger
"[-0.01252864 -0.01309535 -0.00541677 ...  0.00445365  0.00341739
  0.00405745]",anger
